"ra_number","date_of_survey","check_out_day","check_in_day","primary_rental_purpose","vehicle_model_description","overall_satisfaction","mechanical_condition_of_vehicle","cleanliness_of_the_vehicle","vehicle_selection_choice","ease_of_pick_up","ease_of_return","would_you_recommend","recommend_comment"
"834113604",2019-07-17,2019-07-06,2019-07-16,"Other","SIREQUINOXFWD2N",10,9,10,4,5,10,8,"The rental experience went well. Car was good and in very good condition on our arrival. Staff at the rental center was very helpful. Hopefully the airport will get the train shuttle service up and running quickly as the bus shuttles are pretty bad."
"834562890",2019-07-17,2019-07-07,2019-07-10,"Business","SIREQUINOXFWD1N",1,8,1,1,9,9,1,"Rude employees Employees that can't answer questions Selection of cars is terrible and usually not clean"
"835507901",2019-07-17,2019-07-08,2019-07-12,"Leisure","SIR300AWDSUN N",6,7,7,7,7,9,9,"Easy in and out with decent prices."
"833832042",2019-07-17,2019-07-06,2019-07-13,"Leisure","SIRMALIBU 1.5 N",,,,,,,,
"819188683",2019-07-17,2019-06-28,2019-07-06,"Leisure","SIR SOUL 5D N",6,10,10,10,10,10,8,"Very quick and easy in and out process. Car was somewhat banged up and would have been nice to have it included in the paperwork automatically but since I got to choose my own car, probably difficult to do. All cars in my category seemed to be dented."
"837046615",2019-07-17,2019-07-10,2019-07-16,"Leisure","SIREQUINOXFWD1N",,,,,,,,
"831521106",2019-07-17,2019-07-02,2019-07-16,"Leisure","SIR 4RUNNER 4WN",10,10,10,10,10,10,10,"I walk in, see my name on the board, go to the area I'm assigned to and pick out my car. I go to the exit, takes about a minute and I'm on my way! What could be better than that!!!"
"817791741",2019-07-17,2019-06-26,2019-07-11,"Leisure","SIRACADIA2.5FWN",0,0,5,5,5,5,0,"My car broke down and I had to take 5 hours of my time from my trip to get another one. I attempted 4 different times to get some sort of compensation for this and was given the run around. I am not happy at all. Extremely poor customer service..."
"911118165",2019-07-17,2019-07-15,2019-07-17,"Business","SIR 300 3.6 AWN",8,10,10,7,10,10,10,"Love the ability to choose your own vehicle as well as express checkout when dropping off."
"837982456",2019-07-17,2019-07-11,2019-07-13,"Business","SIR EXPLORER 3N",,,,,,,,
"834156573",2019-07-17,2019-07-06,2019-07-10,"Business","ACCENT 1.6L N",10,9,10,10,10,10,10,"I had a great experience at the airport. All of the employees were equally helpful and friendly. Everyone performed their duties with the utmost respect and enthusiasm."
"836930264",2019-07-17,2019-07-10,2019-07-17,"Leisure","SIRESCALAD4X4 N",0,8,0,6,0,0,0,"I first rented the car for a date. I picked it up at 3:30 in the afternoon. The car had stale smoke smell when you turn on the AC. I called to let the representative know. But it was really difficult. Trying to get to a actual human being and when I did. They didn't really care. So i asked to talk to a manger. I got hung up on. I went through the same process and once again asked to talk to a manger, I got transferrced to the beginning on the directory where you select what department you want to be transferred to. So I called again and refused to disclose any info about myself and just wanted to speak to a manger. I finally got to on and voiced my considers."
"911610696",2019-07-17,2019-07-15,2019-07-17,"Business","SIR A220 AWD SN",3,6,3,4,10,10,9,"I love the Hertz experience, however, the car selection process lately has not been good. I had selected a Cadillac or similar car to accommodate 4 adults and we had a CLA 220 Mercedes which was cozy at best."
"836379213",2019-07-17,2019-07-09,2019-07-13,"Leisure","SIR SOUL 5D N",,,,,,,,
"834710844",2019-07-17,2019-07-07,2019-07-16,"Leisure","SIR 4RUN4.0RWDN",,,,,,,,
"910277200",2019-07-17,2019-07-13,2019-07-17,"Leisure","SIREQUINOXFWD1N",10,9,9,9,9,0,9,"It was a simple experience and inexpensive. I do like choosing my own car."
"910849332",2019-07-17,2019-07-14,2019-07-16,"Business","SIRIMPALA5P3.6N",,,,,,,,
"835656080",2019-07-17,2019-07-08,2019-07-12,"Business","SIR QX60 AWD SN",3,9,9,5,6,10,7,"the vehicle I got did not have XM. I would think the members of my status would get XM."
"833156704",2019-07-16,2019-07-04,2019-07-09,"Leisure","WRAN 4D 4W 3.6N",,,,,,,,
"911246836",2019-07-16,2019-07-15,2019-07-15,"Business","SIREQUINOXFWD1N",,,,,,,,
"835460990",2019-07-16,2019-07-08,2019-07-12,"Leisure","IMPREZA AWD 2.N",0,0,5,0,10,10,4,"Very lousy car. Air did not work well and the car smelled bad."
"833881834",2019-07-16,2019-07-06,2019-07-13,"Leisure","SIR GR CRVN2W3N",0,10,10,0,9,10,6,"Pacifica were available, but I was forced into Dodge Caravan. All my paperwork said Pacifica."
"838928602",2019-07-16,2019-07-13,2019-07-15,"Both Business and Leisure","SIRF-PACEAWSN2N",,,,,,,,
"838458412",2019-07-16,2019-07-12,2019-07-15,"Leisure","SIREQUINOXFWD1N",,,,,,,,
"837186416",2019-07-16,2019-07-10,2019-07-15,"Both Business and Leisure","SIR TERRAINAW1N",8,9,9,7,10,10,10,"Very smooth transition picking up my car. Dropping my car off upon return was easy also. Keep up the good work!!!"
"833501826",2019-07-16,2019-07-05,2019-07-15,"Both Business and Leisure","COROLLA N",0,0,0,0,0,8,0,"I had a reservation to pick up a Class C vehicle from Hertz near Sky Harbor Airport after a flight into Phoenix. When I arrived, I was informed by the woman working the desk that I could go downstairs to the parking garage and pick any car in the Gold lot. When I got down to the lot, not only were there no cars in the Gold lot, there were no cars in any section of the lot! The employee made no mention of this! We stood there wondering what to do and searched around the parking garage for an employee but it was a ghost town with no one there readily available to assist customers. Eventually, another customer who was waiting for a vehicle told us that we would have to hurry and grab any car we saw pull in because there were not enough cars for the amount of people waiting. Cars were arriving so infrequently that customers were sprinting with their luggage to the vehicles in order to get to the car first. My husband and I stood there waiting for half an hour until a Toyota Corolla was dropped off which we were forced to take because we were in a time crunch. So not only did we have to wait outside in the 100 degree Phoenix heat with all of our luggage for a half an hour, but we were not even able to receive the Class C car that we had made a reservation and paid for. This was my first time renting with Hertz and I learned my lesson. In the future I will be sticking with Enterprise."
"835216325",2019-07-16,2019-07-08,2019-07-15,"Leisure","SIREQUINOXAWD1N",8,7,5,3,5,10,8,"It was very easy to rent. They made every step of the process simple. I would definitely rent again"
"835754791",2019-07-16,2019-07-08,2019-07-14,"Leisure","SIRRRSPT3.0L4WN",,,,,,,,
"910460482",2019-07-16,2019-07-14,2019-07-15,"Leisure","SIRESCAPE FWD2N",8,7,9,6,9,10,7,"Got in 3 cars in 5 Star area and all needed service or oil changes according to instrument display. Also, gate lady was onto very knowledgeable about new clear exit."
"838205664",2019-07-16,2019-07-12,2019-07-15,"Leisure","SIREQUINOXFWD1N",10,10,10,10,10,10,9,"quick and no issues"
"836254742",2019-07-16,2019-07-09,2019-07-12,"Business","SIR FORTE 2.0LN",,,,,,,,
"835435182",2019-07-16,2019-07-08,2019-07-12,"Business","SIREQUINOXFWD1N",10,10,10,10,10,10,10,"very easy process. Nice new car."
"836491025",2019-07-16,2019-07-09,2019-07-12,"Business","SIRSILV4WCCSB5N",10,10,10,10,10,10,10,"Great vehicle clean. Easy on and out ."
"818132770",2019-07-16,2019-06-27,2019-07-08,"Leisure","SIR PACIFICA N",7,10,0,10,9,10,8,"The back seat was extremely dirty"
"836255184",2019-07-16,2019-07-09,2019-07-12,"Both Business and Leisure","OPTIMA 4 CYL N",,,,,,,,
"837398133",2019-07-16,2019-07-11,2019-07-15,"Leisure","SIRRAM15004WCCN",10,10,9,10,10,10,8,"I usually have a good experience with Hertz but I was a bit disappointed this last trip because after I left the airport and got out on the freeway, I noticed my gas tank was not full. I did not have time to go back and get that resolved."
"834827766",2019-07-16,2019-07-07,2019-07-12,"Business","SIREQUINOXFWD1N",9,10,10,10,10,10,10,"Good choice of vehicles. I love being able to go directly to the lot and grabbing the car of my choice. It makes me feel like a VIP."
"837252813",2019-07-16,2019-07-10,2019-07-15,"Both Business and Leisure","SIR SOUL 5D N",,,,,,,,
"834150892",2019-07-16,2019-07-06,2019-07-12,"Leisure","SIR TERRAINFW1N",8,8,10,0,1,10,8,"Hertz is generally convenient and priced right, but the whole 'choice' option for renting a car, when you just want to get in a car and go is a mess when they run out of the car you selected. We had to wait in line, and then wait for a car to be brought around rather than just getting in the car and leaving as we are used to with regular Gold service. Providing the option of having a specific car in a specific spot rather than ultimate choice would have been much less stressful."
"834611363",2019-07-16,2019-07-07,2019-07-12,"Business","SIR 4RUNNER 4WN",7,10,10,4,9,10,9,"Its always a great east experience!"
"835688103",2019-07-16,2019-07-08,2019-07-12,"Business","COROLLA N",,,,,,,,
"838660185",2019-07-16,2019-07-12,2019-07-14,"Leisure","C-HR FWD N",9,9,9,8,6,10,7,"I was solicited to sign up for CLEAR, and then it didn't work at the exit gate and I had to wait anyway"
"835853211",2019-07-16,2019-07-09,2019-07-12,"Leisure","SIREXPEDITION3N",,,,,,,,
"831598946",2019-07-16,2019-07-02,2019-07-05,"Leisure","SIRMALIBU 1.5 N",10,10,10,10,5,10,2,"I don't like to be sold all kinds of offers when I'm getting my car. Also the girl down where I picked out my car acted almost like she was to busy to help me with my questions. Phoenix, Az."
"836120563",2019-07-16,2019-07-09,2019-07-12,"Business","COROLLA N",,,,,,,,
"836902846",2019-07-16,2019-07-10,2019-07-12,"Business","CHLGR RT 5.7 N",,,,,,,,
"834103023",2019-07-16,2019-07-06,2019-07-15,"Both Business and Leisure","SIR CAMARO CV2N",10,9,6,9,8,9,10,"smoothe easy process - great rate"
"837257234",2019-07-16,2019-07-11,2019-07-15,"Leisure","SIREQUINOXFWD2N",10,10,10,10,10,10,10,"Superior service and vehicles accompanied by conscientious employees."
"838482621",2019-07-16,2019-07-12,2019-07-15,"Leisure","SIR ALTIMA N",10,10,10,10,10,10,10,"It was easy to locate the car and I t ran very well."
"839025062",2019-07-16,2019-07-13,2019-07-15,"Leisure","RAV4 FWD N",,,,,,,,
"837257050",2019-07-16,2019-07-11,2019-07-12,"Business","SIR QX60 AWD SN",10,10,10,10,10,10,10,"The platinum service people are wonderful, especially girl"
"832820004",2019-07-16,2019-07-04,2019-07-12,"Leisure","SIR 4RUN4.0RWDN",8,8,10,6,9,9,10,"Great service; addressed the issue I had and compensated appropriately."
"834585452",2019-07-16,2019-07-07,2019-07-12,"Business","SIR AVALON N",,,,,,,,
"911289595",2019-07-16,2019-07-15,2019-07-15,"Business","SIREQUINOXAWD1N",1,3,0,3,0,8,0,"It took nearly 30 minutes just to get out of the parking lot"
"838359686",2019-07-16,2019-07-12,2019-07-15,"Leisure","SIR ALTIMA U N",,,,,,,,
"910840232",2019-07-16,2019-07-14,2019-07-15,"Business","VELOSTER 2.0 N",10,10,10,10,10,10,10,"Shantill at the service counter at Phoenix International Airport made the experience easy and very pain free so thank you for having him at the counter. Thanks to him I am very confident my next rental later this week will also be a Hertz."
"834816360",2019-07-16,2019-07-07,2019-07-14,"Business","SIR EXPLORER 3N",,,,,,,,
"837118881",2019-07-16,2019-07-10,2019-07-15,"Leisure","SIRRAM154WC5SBN",10,10,10,10,10,10,10,"Very fast and organized. The truck we got was better than we expected, and was cheaper then alot or rental places I will definitely be going back thanks"
"837924721",2019-07-16,2019-07-11,2019-07-15,"Leisure","SENTRA 1.8 N",7,6,9,1,1,10,5,"Hertz service is and has been slowly degrading over the past several years. The 'choose any car in the lot' idea works great if you have sufficient inventory. This latest rental resulted in us taking a Sentra (fine car but not what I had expected) and then being told by the 'trainee' on duty that I couldn't upgrade to a Mustang. By the time we arrived the selection was very poor and the car she said was available in spot XXX was not there-another disappointment. Also trainee didn't offer using my points to upgrade-very disappointing and after having been a 40 year customer of Hertz probably will look elsewhere for my next rental"
"831205701",2019-07-16,2019-07-01,2019-07-15,"Leisure","SIR ROGUE FWD N",,,,,,,,
"837237785",2019-07-16,2019-07-10,2019-07-12,"Business","SIRMALIBU 1.5 N",,,,,,,,
"835281996",2019-07-16,2019-07-08,2019-07-15,"Leisure","SIRNAUTILUSAWDN",0,10,8,0,10,10,7,"I an very disappointed in my recent rental. This was supposed to be q splurge for me and I was assured that I would receive the car I reserved which was a range roverevoque. Instead I get assigned a Lincoln Nautilus SUV. Not the same in myopinion. Asked the guy why I couldn't have the Range said it wasn't available even though it was sitting right there. This is the 2nd time and I am seriously thinking about using another rental car agency.."
"832618916",2019-07-16,2019-07-03,2019-07-15,"Leisure","SENTRA 1.8 N",,,,,,,,
"837183863",2019-07-16,2019-07-10,2019-07-12,"Business","SIR ENCOREAWDSN",3,8,8,3,8,4,5,"Charged me for fuel when I brought it back with more than I rented it with...."
"836281600",2019-07-16,2019-07-09,2019-07-12,"Leisure","SIR SONIC 1.4 N",9,10,9,10,10,10,9,"The easy of making reservations, selecting the car and ease of car return."
"833818521",2019-07-16,2019-07-05,2019-07-12,"Both Business and Leisure","SIR TAHOE4W7PSN",10,10,10,10,9,0,8,"Check-in was fine, but your return practice is not good. The signs lead you to an area where there is no staff...at least at 4 am...I went back to where I checked it out, and left the car and keys there. No one walked around the car, checked the gas, nothing."
"836788654",2019-07-16,2019-07-10,2019-07-12,"Business","SENTRA 1.8 N",8,7,10,7,0,10,7,"Phoenix airport takes one of the longest time to check in, collect keys. This is my second occasion renting a car from this location from Hertz (first on business). Second time there were no 3 lot cars available, so then have to check with the assistant at the lot on which car to choose from. If you are not a fast lane clear and thus have to check in with the rest of the crowd, how is it not possible to know which car to choose from in advance? The check in process takes much longer than many other rental agencies I've had a transaction with."
"834310304",2019-07-16,2019-07-07,2019-07-12,"Business","SIR FLEX FWD N",,,,,,,,
"838782136",2019-07-16,2019-07-12,2019-07-15,"Both Business and Leisure","SIREQUINOXFWD2N",9,10,10,9,10,10,10,"Quick and easy with the online app to make a reservation. Love being able to just go straight to my car and drive away."
"835460161",2019-07-16,2019-07-08,2019-07-12,"Business","SIR 300 3.6 RWN",10,10,10,10,10,10,10,"The staff was very courteous and helpful, the process was very simple and I was able to get in and out of the airport in no time. I additionally love that the car selection has expanded for gold members which allows me a greater variety of car to choose from."
"838850736",2019-07-16,2019-07-12,2019-07-15,"Leisure","SIRESCALAD4X4 N",10,10,10,10,10,10,10,"Great experience. I was given the perfect car for my needs."
"910491466",2019-07-16,2019-07-14,2019-07-15,"Leisure","COROLLA N",10,10,10,10,10,10,10,"Grabbing a car from the gold section was quick and easy. Car was clean and cool. Drop off was easy and bus to terminal was quick and cool."
"831972761",2019-07-16,2019-07-03,2019-07-12,"Leisure","JOURNEY 7P N",4,4,8,4,8,2,8,"I was sent to the '5 Star' to pick out a vehicle. I wasn't aware that choosing a vehicle would also mean an up charge on the price of the vehicle instead of receiving what was similar. Also, for that to be a car in AZ, the air conditioning wasn't where it should've been for that environment. It didn't get any better driving the car from Phoenix to Las Vegas."
"910738651",2019-07-16,2019-07-14,2019-07-15,"Business","COROLLA N",10,10,6,10,7,8,10,"Fast applying, registration and feedback"
"835584396",2019-07-16,2019-07-08,2019-07-14,"Leisure","SIR OUTBACK AWN",,,,,,,,
"835693165",2019-07-16,2019-07-08,2019-07-12,"Business","SENTRA 1.8 N",5,9,9,3,5,9,7,"Poor car selection Some keys not in cars I wanted The car I got was not up to hertz standards"
"835765770",2019-07-16,2019-07-08,2019-07-12,"Leisure","SIR PACIFICA N",7,8,4,6,1,8,3,"I am a Gold member. I thought the goal of Gold program is to avoid standing in line. However, 4 out of my last 5 trips I had to wait in line to get my car. Usually, there is one person on duty with at least 4 people waiting ahead of me. Every time it takes 30 minutes from the moment I step in to step out. Frustrating!"
"835048572",2019-07-16,2019-07-08,2019-07-12,"Leisure","ELANTRA FT 2.0N",10,10,10,10,10,10,8,"I later thought the cost was more than initially expected."
"813941236",2019-07-16,2019-06-21,2019-07-12,"Other","CAMRY 2.5 FT N",9,10,10,9,10,10,6,"Renting from Hertz Sky Harbor gives selection and flexibility. That's awesome!. But Hertz outlets close to my home don't offer that. I hate paying 50 bucks extra on the small-print airport tax for that. So it's deceptive"
"836776430",2019-07-16,2019-07-10,2019-07-12,"Leisure","SIR SENTRA 1.8N",0,0,0,0,0,0,0,"Didn't meet my reservation requirements. Forced to get a lesser rental and the customer service I received was terrible at Phoenix sky harbor"
"910687094",2019-07-16,2019-07-14,2019-07-15,"Business","SIR 300 3.6 AWN",9,10,8,10,3,8,6,"For some Reason every time I rent a car in Phoenix the Hertz counter never has my five star name and number on the board and I have to go in and wait in line to talk to an agent with tried to work it out it doesn't happen in any other location and I guess I'm just tired of it"
"836770502",2019-07-16,2019-07-10,2019-07-14,"Business","SENTRA 1.8 N",9,9,9,9,9,8,8,"When we checked in we were given many options for a better car and insurance, etc. The way she described it, it wouldn't be an additional cost. By the time we got to the total cost it was at least 200 dollars more than our original choices and we had to go back to our original choices. It was a waste of our time and the girl really made it sound like we were getting a special deal an we weren't."
"837973883",2019-07-16,2019-07-11,2019-07-15,"Leisure","SIR GR CRVN2W3N",10,9,10,10,10,10,10,"We were treated with courtesy and provided with all information needed to ensure we understood our choices. Also answered questions we had in a respectful manner."
"836659401",2019-07-16,2019-07-10,2019-07-15,"Leisure","SIR COMPASS4WSN",,,,,,,,
"835102601",2019-07-16,2019-07-08,2019-07-12,"Business","SIRMALIBU 1.5 N",6,3,8,2,2,5,8,"Service, selection, ease of rental, fair price"
"836753923",2019-07-16,2019-07-10,2019-07-15,"Leisure","SIRMALIBU 1.5 N",5,3,5,5,8,0,0,"Very difficult to make changes to the date or location of return, despite already having a one way rental. I spoke to multiple customer service agencies, each one was more useless than the next- particularly the Philippines-based call center. I parked the vehicle at a return location five days earlier than I was supposed to, but received no discount for an early return. At that point I was just ready to be done with dealing with all of your customer service agents. You win."
"837380305",2019-07-15,2019-07-11,2019-07-14,"Both Business and Leisure","SIR EXPLORER 3N",0,5,0,3,5,2,2,"Car was filthy. Screwed up bill as well"
"655458182",2019-07-15,2019-06-10,2019-07-03,"Leisure","SIR ROGUE AWD N",8,9,8,9,9,9,9,"Pick up and drop of was so easy."
"910026655",2019-07-15,2019-07-13,2019-07-14,"Business","SIR SOUL 5D N",8,8,10,8,10,10,10,"Easy reservation system, fast service."
"837371371",2019-07-15,2019-07-11,2019-07-14,"Leisure","YARIS 5D N",4,7,6,4,6,9,5,"No key fob, no cruise control, USB port didn't work."
"835724573",2019-07-15,2019-07-08,2019-07-11,"Business","SENTRA 1.8 N",10,10,10,10,10,10,10,"Service was fast and easy, especially the drop off."
"834547022",2019-07-15,2019-07-07,2019-07-12,"Business","SIRCHER 2.4 FWN",,,,,,,,
"835619761",2019-07-15,2019-07-08,2019-07-12,"Business","IMPREZA AWD 2.N",,,,,,,,
"837697243",2019-07-15,2019-07-11,2019-07-14,"Leisure","SIR CHER4WSUN2N",10,10,10,10,10,10,10,"Fast pick up and return"
"836044414",2019-07-15,2019-07-09,2019-07-12,"Business","SIREQUINOXFWD1N",10,10,10,10,10,10,10,"I selected a car from the gold area and it was a new Equinox the size of car was perfect for my passengers for the traveling needed in the Phoenix area."
"832719333",2019-07-15,2019-07-04,2019-07-14,"Business","SIRTIGUANFWD7PN",5,5,10,10,10,5,5,"I was charged $70 more when i picked the car up, from what my initial reservation stated. I questioned it when i returned the car, the attendant gave me several lame excuses which I disputed with facts so i asked to speak to a manager. After several more reasons"
"833035766",2019-07-15,2019-07-04,2019-07-10,"Leisure","SIR SENTRA 1.8N",9,10,10,8,5,10,10,"Very easy process to get the car."
"833145191",2019-07-15,2019-07-04,2019-07-13,"Leisure","YARIS 5D N",0,8,8,0,8,10,6,"It has to do with the 'premium' car selection. Once again, there were very few cars in the designated Gold section, two of which were ungainly soccer mom vans (ugh), and one a dilapidated Yaris, which should have been decommissioned long ago--bumper had almost separated from the main body... so not pleased with the poor selection at PHX airport."
"837866934",2019-07-15,2019-07-11,2019-07-13,"Leisure","COROLLA N",,,,,,,,
"834492702",2019-07-15,2019-07-07,2019-07-11,"Leisure","SIR CHARGER 3.N",10,10,10,10,10,10,10,"very quick experience at the airport"
"835109693",2019-07-15,2019-07-08,2019-07-11,"Business","SIREQUINOXFWD2N",9,10,10,10,10,10,10,"Good service"
"835053435",2019-07-15,2019-07-08,2019-07-11,"Business","SIR GR CRVN2W3N",,,,,,,,
"835203191",2019-07-15,2019-07-08,2019-07-11,"Business","SIREQUINOXFWD1N",10,10,10,10,10,10,10,"I enjoy the process of selecting a nice quality vehicle from the 5-star section. Plus, all exit booth we're open, so I spent less than 2 minutes in line."
"832931385",2019-07-15,2019-07-04,2019-07-09,"Leisure","SORENTO FWD3.3N",10,10,9,10,10,10,10,"- Good Car selection at President Cycle area - They were even able to provide a second child seat, without any upfront notification"
"816180120",2019-07-15,2019-06-24,2019-07-11,"Business","SENTRA 1.8 N",,,,,,,,
"835167513",2019-07-15,2019-07-08,2019-07-11,"Business","SIR 300 3.6 AWN",,,,,,,,
"837227893",2019-07-15,2019-07-10,2019-07-14,"Business","COROLLA N",10,10,10,10,10,10,10,"Fast service no lines enough cars to choose from"
"837839402",2019-07-15,2019-07-11,2019-07-14,"Leisure","SIREQUINOXFWD2N",10,10,10,10,10,10,10,"Fast easy service, great price."
"838800734",2019-07-15,2019-07-12,2019-07-14,"Leisure","RAV4 FWSN 2.5 N",4,6,8,5,5,9,1,"Additional surcharges!!!!"
"838345771",2019-07-15,2019-07-12,2019-07-14,"Both Business and Leisure","SIR ENCOREAWDSN",10,10,10,10,10,10,10,"Easy, convenient, fast"
"831001894",2019-07-15,2019-07-01,2019-07-11,"Leisure","SIRSIENNA8P3.5N",,,,,,,,
"910006602",2019-07-15,2019-07-13,2019-07-13,"Leisure","SIR MAXIMA N",9,10,10,9,10,10,8,"I would say 10 based on how easy it was to get the car and go but I suspect a lot of that is related to 'gold' status :)"
"836704315",2019-07-15,2019-07-10,2019-07-14,"Leisure","CAMRY 2.5 FT N",8,10,10,8,6,9,7,"Fast check-in and a variety of car choices. Car placement in lot caused cofussion."
"838323065",2019-07-15,2019-07-12,2019-07-14,"Leisure","SIREQUINOXFWD1N",,,,,,,,
"837872206",2019-07-15,2019-07-11,2019-07-14,"Leisure","SIR CHARGER 3.N",,,,,,,,
"835682201",2019-07-15,2019-07-08,2019-07-11,"Business","SIR YUKONXL4X4N",,,,,,,,
"835382951",2019-07-15,2019-07-08,2019-07-11,"Business","SIR WRNGSFT4W2N",8,10,10,9,0,0,0,"Customer sat issue. There is no reason to be in the President's Circle if service delivery is as poor as it is."
"836111161",2019-07-15,2019-07-09,2019-07-11,"Business","SIRSORENTOFWD3N",,,,,,,,
"836068424",2019-07-15,2019-07-09,2019-07-10,"Business","SIR HIGH FWD8PN",10,10,10,10,10,9,10,"My car was ready, clean and it got be back to the airport. Mission accomplished, keep up the good service."
"834201863",2019-07-15,2019-07-06,2019-07-14,"Leisure","SIR VERSA 5D 1N",,,,,,,,
"834493446",2019-07-15,2019-07-07,2019-07-13,"Leisure","SIREQUINOXFWD1N",10,10,9,10,10,10,10,"Ease of renting, pick up, drop off, selection of cars, and great customer service."
"832494681",2019-07-15,2019-07-03,2019-07-11,"Leisure","SIR Q50RWDSUN3N",9,9,9,9,9,10,6,"The expense of insurance has become very high 34 dollars a day seems excessive."
"837847872",2019-07-15,2019-07-11,2019-07-14,"Leisure","SIR CASCADA CVN",0,5,0,0,1,10,3,"I rented a convertible Ford Mustang a comparable car is a convertible Cameron. I got a piece of crap Buick that was dented - dirty and all black in Arizona which made it to hot to even drive. I don't drive a piece crap car so I don't Exocet to rent one."
"833447440",2019-07-15,2019-07-05,2019-07-11,"Both Business and Leisure","SIR MURANO FWDN",,,,,,,,
"838235882",2019-07-15,2019-07-12,2019-07-14,"Leisure","SIR HIGH AWD8PN",6,8,8,4,7,8,8,"Seamless transaction...more related to the transition and the new frustration of trying to type this review. it has a terrible lag which is not helping"
"831439523",2019-07-15,2019-07-02,2019-07-10,"Both Business and Leisure","SIR CHARGER 3.N",7,8,7,7,2,7,7,"Extra charges were made without my consent."
"650503206",2019-07-15,2019-06-03,2019-07-11,"Business","SIR 300 3.6 RWN",9,10,10,9,9,10,10,"Hertz is the preferred agency for our company."
"836106924",2019-07-15,2019-07-09,2019-07-11,"Business","SIR EXPLORER 3N",9,10,10,8,9,10,8,"Your pricing is still higher and other rental companies are making it easier to return the car and not pay a $28 fee on top of the per gallon charge."
"835367050",2019-07-15,2019-07-08,2019-07-12,"Business","SIR GR CRVN2W3N",10,10,10,10,5,10,5,"At this particular airport, there were only 2 booths open to leave with the picked up car and at least 14 cars in each line. More help is needed. Drop off was a breeze however."
"836814484",2019-07-15,2019-07-10,2019-07-12,"Business","SIR SENTRA 1.8N",5,8,8,2,9,9,8,"Staff is friendly, selecting a car and returning the car is a smooth process. The only detractor is that there seems to be s shortage of cars other than mini vans available. I travel to Phoenix at least monthly and the car shortage is a frequent problem."
"837135515",2019-07-15,2019-07-10,2019-07-14,"Leisure","SIR HIGH FWD8PN",10,10,10,10,10,10,10,"Nice vehicles available in the presidents circle. Simple and easy."
"837523816",2019-07-15,2019-07-11,2019-07-14,"Business","SIRMALIBU 1.5 N",10,10,10,10,10,10,10,"Timely check in and departure, and the staff was friendly especially at the check in desk. Our agent built rapport and even offered a great place to eat while there. Outstanding job!!"
"835240221",2019-07-15,2019-07-08,2019-07-14,"Business","SIRFUSION HYB2N",,,,,,,,
"836172702",2019-07-15,2019-07-09,2019-07-11,"Business","SIREQUINOXAWD1N",10,8,8,7,10,10,10,"Easy in and out."
"834045962",2019-07-15,2019-07-06,2019-07-14,"Both Business and Leisure","SIR EXPLORER 3N",10,10,10,10,10,10,10,"The whole process from start to finish was very pleasant. Picking up and choosing our vehicle couldn't have been easier. The check out and return went as smooth as possible"
"834514251",2019-07-15,2019-07-07,2019-07-13,"Business","SIR MAXIMA N",9,9,8,7,10,10,9,"Very convenient. Easy to get to the rental . Friendly employees"
"838517385",2019-07-15,2019-07-12,2019-07-14,"Leisure","SIR SOUL 5D N",,,,,,,,
"833396524",2019-07-15,2019-07-05,2019-07-12,"Leisure","SIR ALTIMA U N",10,9,8,10,10,10,10,"Customer service is always outstanding."
"M92474760",2019-07-15,2019-07-07,2019-07-11,"Business","SIRMALIBU 1.5 N",,,,,,,,
"835337123",2019-07-15,2019-07-08,2019-07-09,"Business","SIRRAM15004WCCN",,,,,,,,
"835479234",2019-07-15,2019-07-08,2019-07-13,"Leisure","SIRENCLV FWD 7N",,,,,,,,
"835339481",2019-07-15,2019-07-08,2019-07-12,"Business","SIR MAXIMA N",,,,,,,,
"837916100",2019-07-15,2019-07-11,2019-07-14,"Business","SIR 300 3.6 AWN",,,,,,,,
"835619131",2019-07-15,2019-07-08,2019-07-11,"Business","VERSA 1.6 N",,,,,,,,
"837115580",2019-07-15,2019-07-10,2019-07-14,"Leisure","SIRIMPALA5P3.6N",3,7,5,5,0,9,9,"The workers there were friendly and very helpful. The car was ready for us. We are an older couple handicapped couple and when we returned the car they drove us to the terminals"
"835255945",2019-07-15,2019-07-08,2019-07-12,"Business","SIR PACIFICA SN",,,,,,,,
"837942792",2019-07-15,2019-07-11,2019-07-15,"Leisure","SIR 300 3.6 AWN",9,10,7,10,10,10,9,"Presidents circle is the best. I love being able to just pick my car and go."
"831095381",2019-07-15,2019-07-01,2019-07-14,"Leisure","SIREQUINOXFWD1N",,,,,,,,
"833945210",2019-07-15,2019-07-06,2019-07-11,"Leisure","SIRGR CHER 4W3N",10,10,10,10,10,10,10,"Fast, prompt and efficient."
"837106082",2019-07-15,2019-07-10,2019-07-14,"Leisure","SIR 4RUNNER 4WN",,,,,,,,
"910321753",2019-07-15,2019-07-14,2019-07-14,"Leisure","SIR ALTIMA U N",9,9,8,9,10,9,7,"Gold Zone Selection of cars"
"832871513",2019-07-15,2019-07-04,2019-07-14,"Both Business and Leisure","SIR PACIFICA N",10,10,10,5,10,10,10,"everything works very well"
"836774514",2019-07-15,2019-07-10,2019-07-14,"Business","VERSA 1.6 N",,,,,,,,
"834411631",2019-07-15,2019-07-07,2019-07-13,"Leisure","SIR FIESTA 5D N",10,10,10,10,10,10,10,"Ease of pick up and return. Oh did I forget to mention cost?"
